clip_path,label,wpm,source,snr_db
data\augmented\5wpm\260107_05WPM_021_aug00.wav,P,5wpm,260107_05WPM.mp3,0.7
data\augmented\5wpm\260107_05WPM_021_aug01.wav,P,5wpm,260107_05WPM.mp3,-0.9
data\augmented\5wpm\260107_05WPM_022_aug00.wav,AG,5wpm,260107_05WPM.mp3,-1.5
data\augmented\5wpm\260107_05WPM_022_aug01.wav,AG,5wpm,260107_05WPM.mp3,17.7
data\augmented\5wpm\260107_05WPM_023_aug00.wav,E,5wpm,260107_05WPM.mp3,1.2
data\augmented\5wpm\260107_05WPM_023_aug01.wav,E,5wpm,260107_05WPM.mp3,3.5
data\augmented\5wpm\260107_05WPM_024_aug00.wav,51,5wpm,260107_05WPM.mp3,13.5
data\augmented\5wpm\260107_05WPM_024_aug01.wav,51,5wpm,260107_05WPM.mp3,1.5
data\augmented\5wpm\260107_05WPM_025_aug00.wav,=,5wpm,260107_05WPM.mp3,17.6
data\augmented\5wpm\260107_05WPM_025_aug01.wav,=,5wpm,260107_05WPM.mp3,-0.1
data\augmented\5wpm\260107_05WPM_026_aug00.wav,I,5wpm,260107_05WPM.mp3,18.2
data\augmented\5wpm\260107_05WPM_026_aug01.wav,I,5wpm,260107_05WPM.mp3,9.6
data\augmented\5wpm\260107_05WPM_027_aug00.wav,HA,5wpm,260107_05WPM.mp3,4.7
data\augmented\5wpm\260107_05WPM_027_aug01.wav,HA,5wpm,260107_05WPM.mp3,12.7
data\augmented\5wpm\260107_05WPM_028_aug00.wav,VE,5wpm,260107_05WPM.mp3,15.2
data\augmented\5wpm\260107_05WPM_028_aug01.wav,VE,5wpm,260107_05WPM.mp3,14.9
data\augmented\5wpm\260107_05WPM_029_aug00.wav,B,5wpm,260107_05WPM.mp3,11.8
data\augmented\5wpm\260107_05WPM_029_aug01.wav,B,5wpm,260107_05WPM.mp3,9.7
data\augmented\5wpm\260107_05WPM_030_aug00.wav,EE,5wpm,260107_05WPM.mp3,13.8
data\augmented\5wpm\260107_05WPM_030_aug01.wav,EE,5wpm,260107_05WPM.mp3,3.1
data\augmented\5wpm\260107_05WPM_031_aug00.wav,N,5wpm,260107_05WPM.mp3,10.9
data\augmented\5wpm\260107_05WPM_031_aug01.wav,N,5wpm,260107_05WPM.mp3,7.6
data\augmented\5wpm\260107_05WPM_032_aug00.wav,SE,5wpm,260107_05WPM.mp3,4.4
data\augmented\5wpm\260107_05WPM_032_aug01.wav,SE,5wpm,260107_05WPM.mp3,16.7
data\augmented\5wpm\260107_05WPM_033_aug00.wav,AR,5wpm,260107_05WPM.mp3,-2.5
data\augmented\5wpm\260107_05WPM_033_aug01.wav,AR,5wpm,260107_05WPM.mp3,14.3
data\augmented\5wpm\260107_05WPM_034_aug00.wav,CH,5wpm,260107_05WPM.mp3,1.8
data\augmented\5wpm\260107_05WPM_034_aug01.wav,CH,5wpm,260107_05WPM.mp3,0.8
data\augmented\5wpm\260107_05WPM_035_aug00.wav,IN,5wpm,260107_05WPM.mp3,16.2
data\augmented\5wpm\260107_05WPM_035_aug01.wav,IN,5wpm,260107_05WPM.mp3,2.0
data\augmented\5wpm\260107_05WPM_036_aug00.wav,G,5wpm,260107_05WPM.mp3,7.5
data\augmented\5wpm\260107_05WPM_036_aug01.wav,G,5wpm,260107_05WPM.mp3,-1.9
data\augmented\5wpm\260107_05WPM_037_aug00.wav,FO,5wpm,260107_05WPM.mp3,7.9
data\augmented\5wpm\260107_05WPM_037_aug01.wav,FO,5wpm,260107_05WPM.mp3,17.4
data\augmented\5wpm\260107_05WPM_038_aug00.wav,R,5wpm,260107_05WPM.mp3,16.7
data\augmented\5wpm\260107_05WPM_038_aug01.wav,R,5wpm,260107_05WPM.mp3,19.1
data\augmented\5wpm\260107_05WPM_039_aug00.wav,A,5wpm,260107_05WPM.mp3,12.1
data\augmented\5wpm\260107_05WPM_039_aug01.wav,A,5wpm,260107_05WPM.mp3,-0.6
data\augmented\5wpm\260107_05WPM_040_aug00.wav,LI,5wpm,260107_05WPM.mp3,8.4
data\augmented\5wpm\260107_05WPM_040_aug01.wav,LI,5wpm,260107_05WPM.mp3,6.9
data\augmented\5wpm\260107_05WPM_041_aug00.wav,GH,5wpm,260107_05WPM.mp3,0.8
data\augmented\5wpm\260107_05WPM_041_aug01.wav,GH,5wpm,260107_05WPM.mp3,14.7
data\augmented\5wpm\260107_05WPM_042_aug00.wav,TW,5wpm,260107_05WPM.mp3,13.6
data\augmented\5wpm\260107_05WPM_042_aug01.wav,TW,5wpm,260107_05WPM.mp3,-0.2
data\augmented\5wpm\260107_05WPM_043_aug00.wav,E,5wpm,260107_05WPM.mp3,11.9
data\augmented\5wpm\260107_05WPM_043_aug01.wav,E,5wpm,260107_05WPM.mp3,11.7
data\augmented\5wpm\260107_05WPM_044_aug00.wav,IG,5wpm,260107_05WPM.mp3,-0.3
data\augmented\5wpm\260107_05WPM_044_aug01.wav,IG,5wpm,260107_05WPM.mp3,15.8
data\augmented\5wpm\260107_05WPM_045_aug00.wav,HT,5wpm,260107_05WPM.mp3,19.6
data\augmented\5wpm\260107_05WPM_045_aug01.wav,HT,5wpm,260107_05WPM.mp3,6.2
data\augmented\5wpm\260107_05WPM_046_aug00.wav,H,5wpm,260107_05WPM.mp3,18.2
data\augmented\5wpm\260107_05WPM_046_aug01.wav,H,5wpm,260107_05WPM.mp3,2.4
data\augmented\5wpm\260107_05WPM_047_aug00.wav,F,5wpm,260107_05WPM.mp3,18.9
data\augmented\5wpm\260107_05WPM_047_aug01.wav,F,5wpm,260107_05WPM.mp3,-0.4
data\augmented\5wpm\260107_05WPM_048_aug00.wav,MU,5wpm,260107_05WPM.mp3,5.8
data\augmented\5wpm\260107_05WPM_048_aug01.wav,MU,5wpm,260107_05WPM.mp3,9.7
data\augmented\5wpm\260107_05WPM_049_aug00.wav,LT,5wpm,260107_05WPM.mp3,19.4
data\augmented\5wpm\260107_05WPM_049_aug01.wav,LT,5wpm,260107_05WPM.mp3,12.1
data\augmented\5wpm\260107_05WPM_050_aug00.wav,IB,5wpm,260107_05WPM.mp3,5.6
data\augmented\5wpm\260107_05WPM_050_aug01.wav,IB,5wpm,260107_05WPM.mp3,17.6
data\augmented\5wpm\260107_05WPM_051_aug00.wav,AN,5wpm,260107_05WPM.mp3,8.1
data\augmented\5wpm\260107_05WPM_051_aug01.wav,AN,5wpm,260107_05WPM.mp3,16.1
data\augmented\5wpm\260107_05WPM_052_aug00.wav,D,5wpm,260107_05WPM.mp3,12.6
data\augmented\5wpm\260107_05WPM_052_aug01.wav,D,5wpm,260107_05WPM.mp3,1.4
data\augmented\5wpm\260107_05WPM_053_aug00.wav,AN,5wpm,260107_05WPM.mp3,11.5
data\augmented\5wpm\260107_05WPM_053_aug01.wav,AN,5wpm,260107_05WPM.mp3,-0.4
data\augmented\5wpm\260107_05WPM_054_aug00.wav,TE,5wpm,260107_05WPM.mp3,-0.5
data\augmented\5wpm\260107_05WPM_054_aug01.wav,TE,5wpm,260107_05WPM.mp3,11.7
data\augmented\5wpm\260107_05WPM_055_aug00.wav,NN,5wpm,260107_05WPM.mp3,11.5
data\augmented\5wpm\260107_05WPM_055_aug01.wav,NN,5wpm,260107_05WPM.mp3,-1.5
data\augmented\5wpm\260107_05WPM_056_aug00.wav,A,5wpm,260107_05WPM.mp3,2.4
data\augmented\5wpm\260107_05WPM_056_aug01.wav,A,5wpm,260107_05WPM.mp3,12.7
data\augmented\5wpm\260107_05WPM_057_aug00.wav,TH,5wpm,260107_05WPM.mp3,0.4
data\augmented\5wpm\260107_05WPM_057_aug01.wav,TH,5wpm,260107_05WPM.mp3,11.1
data\augmented\5wpm\260107_05WPM_058_aug00.wav,AT,5wpm,260107_05WPM.mp3,16.8
data\augmented\5wpm\260107_05WPM_058_aug01.wav,AT,5wpm,260107_05WPM.mp3,18.5
data\augmented\5wpm\260107_05WPM_059_aug00.wav,I,5wpm,260107_05WPM.mp3,17.6
data\augmented\5wpm\260107_05WPM_059_aug01.wav,I,5wpm,260107_05WPM.mp3,2.8
data\augmented\5wpm\260107_05WPM_060_aug00.wav,C,5wpm,260107_05WPM.mp3,12.0
data\augmented\5wpm\260107_05WPM_060_aug01.wav,C,5wpm,260107_05WPM.mp3,0.6
data\augmented\5wpm\260107_05WPM_061_aug00.wav,A,5wpm,260107_05WPM.mp3,16.7
data\augmented\5wpm\260107_05WPM_061_aug01.wav,A,5wpm,260107_05WPM.mp3,19.4
data\augmented\5wpm\260107_05WPM_062_aug00.wav,N,5wpm,260107_05WPM.mp3,5.2
data\augmented\5wpm\260107_05WPM_062_aug01.wav,N,5wpm,260107_05WPM.mp3,19.2
data\augmented\5wpm\260107_05WPM_063_aug00.wav,EA,5wpm,260107_05WPM.mp3,18.0
data\augmented\5wpm\260107_05WPM_063_aug01.wav,EA,5wpm,260107_05WPM.mp3,19.3
data\augmented\5wpm\260107_05WPM_064_aug00.wav,SI,5wpm,260107_05WPM.mp3,11.1
data\augmented\5wpm\260107_05WPM_064_aug01.wav,SI,5wpm,260107_05WPM.mp3,13.2
data\augmented\5wpm\260107_05WPM_065_aug00.wav,LY,5wpm,260107_05WPM.mp3,15.6
data\augmented\5wpm\260107_05WPM_065_aug01.wav,LY,5wpm,260107_05WPM.mp3,-2.1
data\augmented\5wpm\260107_05WPM_066_aug00.wav,C,5wpm,260107_05WPM.mp3,13.9
data\augmented\5wpm\260107_05WPM_066_aug01.wav,C,5wpm,260107_05WPM.mp3,18.5
data\augmented\5wpm\260107_05WPM_067_aug00.wav,AR,5wpm,260107_05WPM.mp3,16.1
data\augmented\5wpm\260107_05WPM_067_aug01.wav,AR,5wpm,260107_05WPM.mp3,-1.0
data\augmented\5wpm\260107_05WPM_068_aug00.wav,RY,5wpm,260107_05WPM.mp3,0.5
data\augmented\5wpm\260107_05WPM_068_aug01.wav,RY,5wpm,260107_05WPM.mp3,7.0
data\augmented\5wpm\260107_05WPM_069_aug00.wav,D,5wpm,260107_05WPM.mp3,13.1
data\augmented\5wpm\260107_05WPM_069_aug01.wav,D,5wpm,260107_05WPM.mp3,10.6
data\augmented\5wpm\260107_05WPM_070_aug00.wav,UR,5wpm,260107_05WPM.mp3,10.0
data\augmented\5wpm\260107_05WPM_070_aug01.wav,UR,5wpm,260107_05WPM.mp3,9.0
data\augmented\5wpm\260107_05WPM_071_aug00.wav,IN,5wpm,260107_05WPM.mp3,4.0
data\augmented\5wpm\260107_05WPM_071_aug01.wav,IN,5wpm,260107_05WPM.mp3,0.7
data\augmented\5wpm\260107_05WPM_072_aug00.wav,G,5wpm,260107_05WPM.mp3,8.8
data\augmented\5wpm\260107_05WPM_072_aug01.wav,G,5wpm,260107_05WPM.mp3,7.5
data\augmented\5wpm\260107_05WPM_073_aug00.wav,AI,5wpm,260107_05WPM.mp3,7.5
data\augmented\5wpm\260107_05WPM_073_aug01.wav,AI,5wpm,260107_05WPM.mp3,11.5
data\augmented\5wpm\260107_05WPM_074_aug00.wav,R,5wpm,260107_05WPM.mp3,0.5
data\augmented\5wpm\260107_05WPM_074_aug01.wav,R,5wpm,260107_05WPM.mp3,17.0
data\augmented\5wpm\260107_05WPM_075_aug00.wav,TR,5wpm,260107_05WPM.mp3,8.3
data\augmented\5wpm\260107_05WPM_075_aug01.wav,TR,5wpm,260107_05WPM.mp3,-2.9
data\augmented\5wpm\260107_05WPM_076_aug00.wav,AV,5wpm,260107_05WPM.mp3,9.5
data\augmented\5wpm\260107_05WPM_076_aug01.wav,AV,5wpm,260107_05WPM.mp3,3.1
data\augmented\5wpm\260107_05WPM_077_aug00.wav,EL,5wpm,260107_05WPM.mp3,8.8
data\augmented\5wpm\260107_05WPM_077_aug01.wav,EL,5wpm,260107_05WPM.mp3,9.3
data\augmented\5wpm\260107_05WPM_078_aug00.wav,A,5wpm,260107_05WPM.mp3,-0.5
data\augmented\5wpm\260107_05WPM_078_aug01.wav,A,5wpm,260107_05WPM.mp3,15.8
data\augmented\5wpm\260107_05WPM_079_aug00.wav,N,5wpm,260107_05WPM.mp3,13.0
data\augmented\5wpm\260107_05WPM_079_aug01.wav,N,5wpm,260107_05WPM.mp3,10.9
data\augmented\5wpm\260107_05WPM_080_aug00.wav,D,5wpm,260107_05WPM.mp3,12.8
data\augmented\5wpm\260107_05WPM_080_aug01.wav,D,5wpm,260107_05WPM.mp3,8.1
data\augmented\5wpm\260107_05WPM_081_aug00.wav,FI,5wpm,260107_05WPM.mp3,5.3
data\augmented\5wpm\260107_05WPM_081_aug01.wav,FI,5wpm,260107_05WPM.mp3,19.5
data\augmented\5wpm\260107_05WPM_082_aug00.wav,T,5wpm,260107_05WPM.mp3,17.2
data\augmented\5wpm\260107_05WPM_082_aug01.wav,T,5wpm,260107_05WPM.mp3,17.0
data\augmented\5wpm\260107_05WPM_083_aug00.wav,IN,5wpm,260107_05WPM.mp3,12.8
data\augmented\5wpm\260107_05WPM_083_aug01.wav,IN,5wpm,260107_05WPM.mp3,11.0
data\augmented\5wpm\260107_05WPM_084_aug00.wav,TO,5wpm,260107_05WPM.mp3,2.8
data\augmented\5wpm\260107_05WPM_084_aug01.wav,TO,5wpm,260107_05WPM.mp3,3.6
data\augmented\5wpm\260107_05WPM_085_aug00.wav,T,5wpm,260107_05WPM.mp3,4.5
data\augmented\5wpm\260107_05WPM_085_aug01.wav,T,5wpm,260107_05WPM.mp3,-2.2
data\augmented\5wpm\260107_05WPM_086_aug00.wav,HE,5wpm,260107_05WPM.mp3,17.3
data\augmented\5wpm\260107_05WPM_086_aug01.wav,HE,5wpm,260107_05WPM.mp3,9.2
data\augmented\5wpm\260107_05WPM_087_aug00.wav,S,5wpm,260107_05WPM.mp3,1.9
data\augmented\5wpm\260107_05WPM_087_aug01.wav,S,5wpm,260107_05WPM.mp3,0.7
data\augmented\5wpm\260107_05WPM_088_aug00.wav,ID,5wpm,260107_05WPM.mp3,5.5
data\augmented\5wpm\260107_05WPM_088_aug01.wav,ID,5wpm,260107_05WPM.mp3,11.5
data\augmented\5wpm\260107_05WPM_089_aug00.wav,E,5wpm,260107_05WPM.mp3,5.9
data\augmented\5wpm\260107_05WPM_089_aug01.wav,E,5wpm,260107_05WPM.mp3,7.1
data\augmented\5wpm\260107_05WPM_090_aug00.wav,PO,5wpm,260107_05WPM.mp3,19.7
data\augmented\5wpm\260107_05WPM_090_aug01.wav,PO,5wpm,260107_05WPM.mp3,5.0
data\augmented\5wpm\260107_05WPM_091_aug00.wav,CK,5wpm,260107_05WPM.mp3,12.8
data\augmented\5wpm\260107_05WPM_091_aug01.wav,CK,5wpm,260107_05WPM.mp3,-1.7
data\augmented\5wpm\260107_05WPM_092_aug00.wav,ET,5wpm,260107_05WPM.mp3,10.7
data\augmented\5wpm\260107_05WPM_092_aug01.wav,ET,5wpm,260107_05WPM.mp3,12.9
data\augmented\5wpm\260107_05WPM_093_aug00.wav,O,5wpm,260107_05WPM.mp3,10.3
data\augmented\5wpm\260107_05WPM_093_aug01.wav,O,5wpm,260107_05WPM.mp3,5.4
data\augmented\5wpm\260107_05WPM_094_aug00.wav,F,5wpm,260107_05WPM.mp3,13.9
data\augmented\5wpm\260107_05WPM_094_aug01.wav,F,5wpm,260107_05WPM.mp3,8.5
data\augmented\5wpm\260107_05WPM_095_aug00.wav,MY,5wpm,260107_05WPM.mp3,0.0
data\augmented\5wpm\260107_05WPM_095_aug01.wav,MY,5wpm,260107_05WPM.mp3,1.6
data\augmented\5wpm\260107_05WPM_096_aug00.wav,B,5wpm,260107_05WPM.mp3,16.8
data\augmented\5wpm\260107_05WPM_096_aug01.wav,B,5wpm,260107_05WPM.mp3,1.5
data\augmented\5wpm\260107_05WPM_097_aug00.wav,A,5wpm,260107_05WPM.mp3,1.9
data\augmented\5wpm\260107_05WPM_097_aug01.wav,A,5wpm,260107_05WPM.mp3,9.9
data\augmented\5wpm\260107_05WPM_098_aug00.wav,CK,5wpm,260107_05WPM.mp3,6.6
data\augmented\5wpm\260107_05WPM_098_aug01.wav,CK,5wpm,260107_05WPM.mp3,10.9
data\augmented\5wpm\260107_05WPM_099_aug00.wav,PA,5wpm,260107_05WPM.mp3,4.7
data\augmented\5wpm\260107_05WPM_099_aug01.wav,PA,5wpm,260107_05WPM.mp3,7.0
data\augmented\5wpm\260107_05WPM_100_aug00.wav,CK,5wpm,260107_05WPM.mp3,17.6
data\augmented\5wpm\260107_05WPM_100_aug01.wav,CK,5wpm,260107_05WPM.mp3,15.9
data\augmented\5wpm\260107_05WPM_101_aug00.wav,F,5wpm,260107_05WPM.mp3,1.7
data\augmented\5wpm\260107_05WPM_101_aug01.wav,F,5wpm,260107_05WPM.mp3,19.3
data\augmented\5wpm\260107_05WPM_102_aug00.wav,OR,5wpm,260107_05WPM.mp3,5.5
data\augmented\5wpm\260107_05WPM_102_aug01.wav,OR,5wpm,260107_05WPM.mp3,7.2
data\augmented\5wpm\260107_05WPM_103_aug00.wav,P,5wpm,260107_05WPM.mp3,11.2
data\augmented\5wpm\260107_05WPM_103_aug01.wav,P,5wpm,260107_05WPM.mp3,-2.1
data\augmented\5wpm\260107_05WPM_104_aug00.wav,OR,5wpm,260107_05WPM.mp3,16.7
data\augmented\5wpm\260107_05WPM_104_aug01.wav,OR,5wpm,260107_05WPM.mp3,10.5
data\augmented\5wpm\260107_05WPM_105_aug00.wav,TA,5wpm,260107_05WPM.mp3,1.4
data\augmented\5wpm\260107_05WPM_105_aug01.wav,TA,5wpm,260107_05WPM.mp3,8.3
data\augmented\5wpm\260107_05WPM_106_aug00.wav,BL,5wpm,260107_05WPM.mp3,4.5
data\augmented\5wpm\260107_05WPM_106_aug01.wav,BL,5wpm,260107_05WPM.mp3,11.1
data\augmented\5wpm\260107_05WPM_107_aug00.wav,E,5wpm,260107_05WPM.mp3,8.5
data\augmented\5wpm\260107_05WPM_107_aug01.wav,E,5wpm,260107_05WPM.mp3,11.0
data\augmented\5wpm\260107_05WPM_108_aug00.wav,US,5wpm,260107_05WPM.mp3,4.4
data\augmented\5wpm\260107_05WPM_108_aug01.wav,US,5wpm,260107_05WPM.mp3,15.1
data\augmented\5wpm\260107_05WPM_109_aug00.wav,E.,5wpm,260107_05WPM.mp3,1.1
data\augmented\5wpm\260107_05WPM_109_aug01.wav,E.,5wpm,260107_05WPM.mp3,-1.7
data\augmented\5wpm\260107_05WPM_110_aug00.wav,A,5wpm,260107_05WPM.mp3,15.8
data\augmented\5wpm\260107_05WPM_110_aug01.wav,A,5wpm,260107_05WPM.mp3,5.5
data\augmented\5wpm\260107_05WPM_111_aug00.wav,FT,5wpm,260107_05WPM.mp3,7.3
data\augmented\5wpm\260107_05WPM_111_aug01.wav,FT,5wpm,260107_05WPM.mp3,1.3
data\augmented\5wpm\260107_05WPM_112_aug00.wav,ER,5wpm,260107_05WPM.mp3,12.1
data\augmented\5wpm\260107_05WPM_112_aug01.wav,ER,5wpm,260107_05WPM.mp3,3.2
data\augmented\5wpm\260107_05WPM_113_aug00.wav,C,5wpm,260107_05WPM.mp3,12.5
data\augmented\5wpm\260107_05WPM_113_aug01.wav,C,5wpm,260107_05WPM.mp3,15.3
data\augmented\5wpm\260107_05WPM_114_aug00.wav,ON,5wpm,260107_05WPM.mp3,10.5
data\augmented\5wpm\260107_05WPM_114_aug01.wav,ON,5wpm,260107_05WPM.mp3,2.3
data\augmented\5wpm\260107_05WPM_115_aug00.wav,D,5wpm,260107_05WPM.mp3,8.6
data\augmented\5wpm\260107_05WPM_115_aug01.wav,D,5wpm,260107_05WPM.mp3,3.0
data\augmented\5wpm\260107_05WPM_116_aug00.wav,UC,5wpm,260107_05WPM.mp3,3.0
data\augmented\5wpm\260107_05WPM_116_aug01.wav,UC,5wpm,260107_05WPM.mp3,13.1
data\augmented\5wpm\260107_05WPM_117_aug00.wav,TI,5wpm,260107_05WPM.mp3,19.4
data\augmented\5wpm\260107_05WPM_117_aug01.wav,TI,5wpm,260107_05WPM.mp3,18.6
data\augmented\5wpm\260107_05WPM_118_aug00.wav,NG,5wpm,260107_05WPM.mp3,16.9
data\augmented\5wpm\260107_05WPM_118_aug01.wav,NG,5wpm,260107_05WPM.mp3,0.0
data\augmented\5wpm\260107_05WPM_119_aug00.wav,S,5wpm,260107_05WPM.mp3,11.1
data\augmented\5wpm\260107_05WPM_119_aug01.wav,S,5wpm,260107_05WPM.mp3,0.8
data\augmented\5wpm\260107_05WPM_120_aug00.wav,OM,5wpm,260107_05WPM.mp3,5.2
data\augmented\5wpm\260107_05WPM_120_aug01.wav,OM,5wpm,260107_05WPM.mp3,-1.8
data\augmented\5wpm\260107_05WPM_121_aug00.wav,E,5wpm,260107_05WPM.mp3,17.9
data\augmented\5wpm\260107_05WPM_121_aug01.wav,E,5wpm,260107_05WPM.mp3,17.1
data\augmented\5wpm\260107_05WPM_122_aug00.wav,RE,5wpm,260107_05WPM.mp3,19.8
data\augmented\5wpm\260107_05WPM_122_aug01.wav,RE,5wpm,260107_05WPM.mp3,3.9
data\augmented\5wpm\260107_05WPM_123_aug00.wav,SE,5wpm,260107_05WPM.mp3,10.3
data\augmented\5wpm\260107_05WPM_123_aug01.wav,SE,5wpm,260107_05WPM.mp3,12.9
data\augmented\5wpm\260107_05WPM_124_aug00.wav,AR,5wpm,260107_05WPM.mp3,1.5
data\augmented\5wpm\260107_05WPM_124_aug01.wav,AR,5wpm,260107_05WPM.mp3,-1.5
data\augmented\5wpm\260107_05WPM_125_aug00.wav,CH,5wpm,260107_05WPM.mp3,14.8
data\augmented\5wpm\260107_05WPM_125_aug01.wav,CH,5wpm,260107_05WPM.mp3,17.8
data\augmented\5wpm\260107_05WPM_126_aug00.wav,",",5wpm,260107_05WPM.mp3,10.4
data\augmented\5wpm\260107_05WPM_126_aug01.wav,",",5wpm,260107_05WPM.mp3,15.4
data\augmented\5wpm\260107_05WPM_127_aug00.wav,I,5wpm,260107_05WPM.mp3,2.3
data\augmented\5wpm\260107_05WPM_127_aug01.wav,I,5wpm,260107_05WPM.mp3,15.3
data\augmented\5wpm\260107_05WPM_128_aug00.wav,CA,5wpm,260107_05WPM.mp3,12.7
data\augmented\5wpm\260107_05WPM_128_aug01.wav,CA,5wpm,260107_05WPM.mp3,10.4
data\augmented\5wpm\260107_05WPM_129_aug00.wav,ME,5wpm,260107_05WPM.mp3,4.4
data\augmented\5wpm\260107_05WPM_129_aug01.wav,ME,5wpm,260107_05WPM.mp3,11.2
data\augmented\5wpm\260107_05WPM_130_aug00.wav,A,5wpm,260107_05WPM.mp3,6.4
data\augmented\5wpm\260107_05WPM_130_aug01.wav,A,5wpm,260107_05WPM.mp3,19.6
data\augmented\5wpm\260107_05WPM_131_aug00.wav,CR,5wpm,260107_05WPM.mp3,13.6
data\augmented\5wpm\260107_05WPM_131_aug01.wav,CR,5wpm,260107_05WPM.mp3,10.3
data\augmented\5wpm\260107_05WPM_132_aug00.wav,OS,5wpm,260107_05WPM.mp3,-2.0
data\augmented\5wpm\260107_05WPM_132_aug01.wav,OS,5wpm,260107_05WPM.mp3,19.0
data\augmented\5wpm\260107_05WPM_133_aug00.wav,S,5wpm,260107_05WPM.mp3,19.9
data\augmented\5wpm\260107_05WPM_133_aug01.wav,S,5wpm,260107_05WPM.mp3,-2.8
data\augmented\5wpm\260107_05WPM_134_aug00.wav,T,5wpm,260107_05WPM.mp3,3.0
data\augmented\5wpm\260107_05WPM_134_aug01.wav,T,5wpm,260107_05WPM.mp3,8.5
data\augmented\5wpm\260107_05WPM_135_aug00.wav,HE,5wpm,260107_05WPM.mp3,3.4
data\augmented\5wpm\260107_05WPM_135_aug01.wav,HE,5wpm,260107_05WPM.mp3,8.6
data\augmented\5wpm\260107_05WPM_136_aug00.wav,<,5wpm,260107_05WPM.mp3,18.6
data\augmented\5wpm\260107_05WPM_136_aug01.wav,<,5wpm,260107_05WPM.mp3,-0.2
data\augmented\5wpm\260107_05WPM_137_aug00.wav,Q,5wpm,260107_05WPM.mp3,3.3
data\augmented\5wpm\260107_05WPM_137_aug01.wav,Q,5wpm,260107_05WPM.mp3,11.2
data\augmented\5wpm\260107_05WPM_138_aug00.wav,ST,5wpm,260107_05WPM.mp3,9.3
data\augmented\5wpm\260107_05WPM_138_aug01.wav,ST,5wpm,260107_05WPM.mp3,1.5
data\augmented\5wpm\260107_05WPM_139_aug00.wav,D,5wpm,260107_05WPM.mp3,10.2
data\augmented\5wpm\260107_05WPM_139_aug01.wav,D,5wpm,260107_05WPM.mp3,-2.0
data\augmented\5wpm\260107_05WPM_140_aug00.wav,E,5wpm,260107_05WPM.mp3,9.9
data\augmented\5wpm\260107_05WPM_140_aug01.wav,E,5wpm,260107_05WPM.mp3,9.7
data\augmented\5wpm\260107_05WPM_141_aug00.wav,W1,5wpm,260107_05WPM.mp3,-1.7
data\augmented\5wpm\260107_05WPM_141_aug01.wav,W1,5wpm,260107_05WPM.mp3,19.5
data\augmented\5wpm\260107_05WPM_142_aug00.wav,AW,5wpm,260107_05WPM.mp3,11.5
data\augmented\5wpm\260107_05WPM_142_aug01.wav,AW,5wpm,260107_05WPM.mp3,13.4
data\augmented\5wpm\260107_05WPM_143_aug00.wav,=,5wpm,260107_05WPM.mp3,18.9
data\augmented\5wpm\260107_05WPM_143_aug01.wav,=,5wpm,260107_05WPM.mp3,18.6
data\augmented\5wpm\260107_05WPM_144_aug00.wav,J,5wpm,260107_05WPM.mp3,-1.4
data\augmented\5wpm\260107_05WPM_144_aug01.wav,J,5wpm,260107_05WPM.mp3,11.5
data\augmented\5wpm\260107_05WPM_145_aug00.wav,NC,5wpm,260107_05WPM.mp3,-2.4
data\augmented\5wpm\260107_05WPM_145_aug01.wav,NC,5wpm,260107_05WPM.mp3,1.4
data\augmented\5wpm\260107_05WPM_146_aug00.wav,RA,5wpm,260107_05WPM.mp3,14.7
data\augmented\5wpm\260107_05WPM_146_aug01.wav,RA,5wpm,260107_05WPM.mp3,9.1
data\augmented\5wpm\260107_05WPM_147_aug00.wav,DI,5wpm,260107_05WPM.mp3,0.6
data\augmented\5wpm\260107_05WPM_147_aug01.wav,DI,5wpm,260107_05WPM.mp3,13.3
data\augmented\5wpm\260107_05WPM_148_aug00.wav,O,5wpm,260107_05WPM.mp3,17.3
data\augmented\5wpm\260107_05WPM_148_aug01.wav,O,5wpm,260107_05WPM.mp3,-3.0
data\augmented\5wpm\260107_05WPM_149_aug00.wav,M1,5wpm,260107_05WPM.mp3,0.5
data\augmented\5wpm\260107_05WPM_149_aug01.wav,M1,5wpm,260107_05WPM.mp3,13.3
data\augmented\5wpm\260107_05WPM_150_aug00.wav,04,5wpm,260107_05WPM.mp3,8.5
data\augmented\5wpm\260107_05WPM_150_aug01.wav,04,5wpm,260107_05WPM.mp3,6.1
data\augmented\5wpm\260107_05WPM_151_aug00.wav,MU,5wpm,260107_05WPM.mp3,6.1
data\augmented\5wpm\260107_05WPM_151_aug01.wav,MU,5wpm,260107_05WPM.mp3,6.8
data\augmented\5wpm\260107_05WPM_152_aug00.wav,LT,5wpm,260107_05WPM.mp3,12.8
data\augmented\5wpm\260107_05WPM_152_aug01.wav,LT,5wpm,260107_05WPM.mp3,10.4
data\augmented\5wpm\260107_05WPM_153_aug00.wav,IB,5wpm,260107_05WPM.mp3,16.8
data\augmented\5wpm\260107_05WPM_153_aug01.wav,IB,5wpm,260107_05WPM.mp3,-2.6
data\augmented\5wpm\260107_05WPM_154_aug00.wav,AN,5wpm,260107_05WPM.mp3,7.1
data\augmented\5wpm\260107_05WPM_154_aug01.wav,AN,5wpm,260107_05WPM.mp3,6.2
data\augmented\5wpm\260107_05WPM_155_aug00.wav,D,5wpm,260107_05WPM.mp3,-1.4
data\augmented\5wpm\260107_05WPM_155_aug01.wav,D,5wpm,260107_05WPM.mp3,12.6
